poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
87272,460,SurveyUSA,"","",SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,,6/28/24,6/28/24,,"",,,,,201670,879,lv,d,lv-d,,6/28/24 17:12,"",https://www.surveyusa.com/client/PollReport.aspx?g=92c0a94c-3531-4584-a468-f8145c8aa811,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Buttigieg,16662,Pete Buttigieg,8.0
87272,460,SurveyUSA,"","",SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,,6/28/24,6/28/24,,"",,,,,201670,879,lv,d,lv-d,,6/28/24 17:12,"",https://www.surveyusa.com/client/PollReport.aspx?g=92c0a94c-3531-4584-a468-f8145c8aa811,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Whitmer,28588,Gretchen Whitmer,7.0
87272,460,SurveyUSA,"","",SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,,6/28/24,6/28/24,,"",,,,,201670,879,lv,d,lv-d,,6/28/24 17:12,"",https://www.surveyusa.com/client/PollReport.aspx?g=92c0a94c-3531-4584-a468-f8145c8aa811,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Shapiro,30877,Josh Shapiro,4.0
87272,460,SurveyUSA,"","",SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,,6/28/24,6/28/24,,"",,,,,201670,879,lv,d,lv-d,,6/28/24 17:12,"",https://www.surveyusa.com/client/PollReport.aspx?g=92c0a94c-3531-4584-a468-f8145c8aa811,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Moore,31024,Wes Moore,2.0
87275,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,6/28/24,6/28/24,,"",,,,,201717,827,rv,d,rv-d,,6/28/24 21:59,"",https://pro.morningconsult.com/analysis/biden-trump-debate-poll-june-2024,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Whitmer,28588,Gretchen Whitmer,5.0
87275,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,6/28/24,6/28/24,,"",,,,,201717,827,rv,d,rv-d,,6/28/24 21:59,"",https://pro.morningconsult.com/analysis/biden-trump-debate-poll-june-2024,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Newsom,18945,Gavin Newsom,20.0
87275,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,6/28/24,6/28/24,,"",,,,,201717,827,rv,d,rv-d,,6/28/24 21:59,"",https://pro.morningconsult.com/analysis/biden-trump-debate-poll-june-2024,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Harris,16661,Kamala Harris,30.0
87275,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,6/28/24,6/28/24,,"",,,,,201717,827,rv,d,rv-d,,6/28/24 21:59,"",https://pro.morningconsult.com/analysis/biden-trump-debate-poll-june-2024,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Pritzker,28732,J.B. Pritzker,2.0
87275,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,6/28/24,6/28/24,,"",,,,,201717,827,rv,d,rv-d,,6/28/24 21:59,"",https://pro.morningconsult.com/analysis/biden-trump-debate-poll-june-2024,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Moore,31024,Wes Moore,2.0
87275,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,6/28/24,6/28/24,,"",,,,,201717,827,rv,d,rv-d,,6/28/24 21:59,"",https://pro.morningconsult.com/analysis/biden-trump-debate-poll-june-2024,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Buttigieg,16662,Pete Buttigieg,9.0
87275,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,6/28/24,6/28/24,,"",,,,,201717,827,rv,d,rv-d,,6/28/24 21:59,"",https://pro.morningconsult.com/analysis/biden-trump-debate-poll-june-2024,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Beshear,28587,Andy Beshear,3.0
87275,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,,6/28/24,6/28/24,,"",,,,,201717,827,rv,d,rv-d,,6/28/24 21:59,"",https://pro.morningconsult.com/analysis/biden-trump-debate-poll-june-2024,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Cooper,28743,Roy A. Cooper,3.0
87276,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,6/28/24,6/28/24,,"",,,,,201755,387,lv,d,lv-d,,6/29/24 11:41,"",https://www.dataforprogress.org/blog/2024/6/29/in-post-debate-poll-voters-think-biden-is-too-old-to-be-president-yet-alternative-candidates-perform-similarly-against-trump,"",false,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Harris,16661,Kamala Harris,39.0
87276,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,6/28/24,6/28/24,,"",,,,,201755,387,lv,d,lv-d,,6/29/24 11:41,"",https://www.dataforprogress.org/blog/2024/6/29/in-post-debate-poll-voters-think-biden-is-too-old-to-be-president-yet-alternative-candidates-perform-similarly-against-trump,"",false,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Whitmer,28588,Gretchen Whitmer,6.0
87276,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,6/28/24,6/28/24,,"",,,,,201755,387,lv,d,lv-d,,6/29/24 11:41,"",https://www.dataforprogress.org/blog/2024/6/29/in-post-debate-poll-voters-think-biden-is-too-old-to-be-president-yet-alternative-candidates-perform-similarly-against-trump,"",false,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Newsom,18945,Gavin Newsom,18.0
87276,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,6/28/24,6/28/24,,"",,,,,201755,387,lv,d,lv-d,,6/29/24 11:41,"",https://www.dataforprogress.org/blog/2024/6/29/in-post-debate-poll-voters-think-biden-is-too-old-to-be-president-yet-alternative-candidates-perform-similarly-against-trump,"",false,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Pritzker,28732,J.B. Pritzker,2.0
87276,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,6/28/24,6/28/24,,"",,,,,201755,387,lv,d,lv-d,,6/29/24 11:41,"",https://www.dataforprogress.org/blog/2024/6/29/in-post-debate-poll-voters-think-biden-is-too-old-to-be-president-yet-alternative-candidates-perform-similarly-against-trump,"",false,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Klobuchar,16671,Amy Klobuchar,2.0
87276,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,6/28/24,6/28/24,,"",,,,,201755,387,lv,d,lv-d,,6/29/24 11:41,"",https://www.dataforprogress.org/blog/2024/6/29/in-post-debate-poll-voters-think-biden-is-too-old-to-be-president-yet-alternative-candidates-perform-similarly-against-trump,"",false,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Buttigieg,16662,Pete Buttigieg,10.0
87276,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,6/28/24,6/28/24,,"",,,,,201755,387,lv,d,lv-d,,6/29/24 11:41,"",https://www.dataforprogress.org/blog/2024/6/29/in-post-debate-poll-voters-think-biden-is-too-old-to-be-president-yet-alternative-candidates-perform-similarly-against-trump,"",false,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Shapiro,30877,Josh Shapiro,2.0
87276,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.7,-1.2,Online Panel,10.0,,6/28/24,6/28/24,,"",,,,,201755,387,lv,d,lv-d,,6/29/24 11:41,"",https://www.dataforprogress.org/blog/2024/6/29/in-post-debate-poll-voters-think-biden-is-too-old-to-be-president-yet-alternative-candidates-perform-similarly-against-trump,"",false,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Booker,16666,Cory A. Booker,7.0
87057,1205,Marist,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,,5/21/24,5/23/24,,"",,,,,200291,464,rv,r,rv-r,,5/30/24 09:27,"",https://maristpoll.marist.edu/polls/novembers-presidential-election-may-2024/,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Trump,16651,Donald Trump,85.0
87057,1205,Marist,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,7.0,,5/21/24,5/23/24,,"",,,,,200291,464,rv,r,rv-r,,5/30/24 09:27,"",https://maristpoll.marist.edu/polls/novembers-presidential-election-may-2024/,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Haley,16640,Nikki Haley,14.0
86667,362,Opinion Works,"317,493,2121",Baltimore Sun | University of Baltimore | WBFF-TV,OpinionWorks,244,OpinionWorks,1.8,-0.1,Live Phone/Online Panel,3.0,Maryland,4/7/24,4/10/24,,"",,,,,196871,451,lv,r,lv-r,,4/18/24 10:27,"",https://www.baltimoresun.com/2024/04/18/poll-biden-trump-enthusiasm-sun-fox45-ub/,"",,,8816,2024,U.S. President,0,,5/14/24,primary,false,false,,REP,Trump,16651,Donald Trump,74.0
86667,362,Opinion Works,"317,493,2121",Baltimore Sun | University of Baltimore | WBFF-TV,OpinionWorks,244,OpinionWorks,1.8,-0.1,Live Phone/Online Panel,3.0,Maryland,4/7/24,4/10/24,,"",,,,,196871,451,lv,r,lv-r,,4/18/24 10:27,"",https://www.baltimoresun.com/2024/04/18/poll-biden-trump-enthusiasm-sun-fox45-ub/,"",,,8816,2024,U.S. President,0,,5/14/24,primary,false,false,,REP,Haley,16640,Nikki Haley,18.0
86715,1492,YouGov Blue,"2004,2123",The Liberal Patriot | Blueprint,YouGov Blue,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/29/24,4/5/24,,"",,,,,197151,1526,rv,d,rv-d,,4/23/24 16:24,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/TLP_Wave3_crosstabs.pdf,"",,DEM,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Biden,19368,Joe Biden,76.0
86715,1492,YouGov Blue,"2004,2123",The Liberal Patriot | Blueprint,YouGov Blue,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/29/24,4/5/24,,"",,,,,197151,1526,rv,d,rv-d,,4/23/24 16:24,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/TLP_Wave3_crosstabs.pdf,"",,DEM,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Phillips,31103,Dean Phillips,3.0
86715,1492,YouGov Blue,"2004,2123",The Liberal Patriot | Blueprint,YouGov Blue,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/29/24,4/5/24,,"",,,,,197151,1526,rv,d,rv-d,,4/23/24 16:24,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/TLP_Wave3_crosstabs.pdf,"",,DEM,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Williamson,30969,Marianne Williamson,3.0
86715,1492,YouGov Blue,"2004,2123",The Liberal Patriot | Blueprint,YouGov Blue,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/29/24,4/5/24,,"",,,,,197152,1498,rv,r,rv-r,,4/23/24 16:24,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/TLP_Wave3_crosstabs.pdf,"",,DEM,8916,2024,U.S. President,0,,,primary,false,false,,REP,Trump,16651,Donald Trump,72.0
86715,1492,YouGov Blue,"2004,2123",The Liberal Patriot | Blueprint,YouGov Blue,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/29/24,4/5/24,,"",,,,,197152,1498,rv,r,rv-r,,4/23/24 16:24,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/TLP_Wave3_crosstabs.pdf,"",,DEM,8916,2024,U.S. President,0,,,primary,false,false,,REP,Haley,16640,Nikki Haley,11.0
86715,1492,YouGov Blue,"2004,2123",The Liberal Patriot | Blueprint,YouGov Blue,391,YouGov,2.9,-1.1,Online Panel,9.0,,3/29/24,4/5/24,,"",,,,,197152,1498,rv,r,rv-r,,4/23/24 16:24,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/TLP_Wave3_crosstabs.pdf,"",,DEM,8916,2024,U.S. President,0,,,primary,false,false,,REP,DeSantis,16646,Ron DeSantis,13.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Harris,16661,Kamala Harris,24.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Sanders,19238,Bernard Sanders,11.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Clinton,28751,Hillary Rodham Clinton,11.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Newsom,18945,Gavin Newsom,9.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Manchin,28686,"Joe Manchin, III",2.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Buttigieg,16662,Pete Buttigieg,6.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Warren,19237,Elizabeth Warren,5.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Klobuchar,16671,Amy Klobuchar,4.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Whitmer,28588,Gretchen Whitmer,4.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Ocasio-Cortez,16664,Alexandria Ocasio-Cortez,3.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Cuomo,16663,Andrew Cuomo,1.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Phillips,31103,Dean Phillips,2.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Williamson,30969,Marianne Williamson,1.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195746,392,rv,d,rv-d,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8915,2024,U.S. President,0,,,primary,false,false,,DEM,Abrams,16708,Stacey Abrams,1.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195747,374,rv,r,rv-r,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,DeSantis,16646,Ron DeSantis,29.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195747,374,rv,r,rv-r,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Haley,16640,Nikki Haley,18.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195747,374,rv,r,rv-r,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Ramaswamy,30966,Vivek G. Ramaswamy,12.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195747,374,rv,r,rv-r,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Pence,16638,Mike Pence,5.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195747,374,rv,r,rv-r,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Christie,16659,Chris Christie,2.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195747,374,rv,r,rv-r,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Hutchinson,30191,Asa Hutchinson,0.0
86562,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.6,-0.1,Online Panel,6.0,,3/25/24,3/25/24,,"",,,,,195747,374,rv,r,rv-r,,3/28/24 15:17,"",https://harrisx.com/wp-content/uploads/2024/03/HarrisX-Overnight-Poll-Permanent-Political-3.25.2024-1.pdf,"",,,8916,2024,U.S. President,0,,,primary,false,false,,REP,Burgum,31006,Doug Burgum,2.0
